Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
+	635	384435522	sir	SYNGTS_0293	-	-	ferredoxin--sulfite reductase	321699	323606	OF100
+	308	384435523	slr0964	SYNGTS_0294	-	-	hypothetical protein	323805	324731	OF101
+	391	384435524	dnaN	SYNGTS_0295	-	-	DNA polymerase III subunit beta	324831	326006	OF102
+	264	384435525	trpA	SYNGTS_0296	-	-	tryptophan synthase subunit alpha	326150	326944	OF103
+	150	384435526	slr0967	SYNGTS_0297	-	-	hypothetical protein	327100	327552	OF104
-	125	384435527	sll0939	SYNGTS_0298	-	-	hypothetical protein	327604	327981	OR1
-	391	384435528	sll0938	SYNGTS_0299	-	-	aspartate transaminase	328006	329181	OR1
-	99	384435529	ssl1792	SYNGTS_0300	-	-	hypothetical protein	329222	329521	OR1
-	501	384435530	sll0936	SYNGTS_0301	-	-	hypothetical protein	329555	331060	OR1
+	627	384435531	cbiH	SYNGTS_0302	-	-	precorrin methylase	331144	333027	OF105
+	451	384435532	slr0971	SYNGTS_0303	-	-	hypothetical protein	333130	334485	OF106
-	351	384435533	ccmA	SYNGTS_0304	-	-	3-deoxy-7-phosphoheptulonate synthase	334568	335623	OR1
-	158	384435534	sll0933	SYNGTS_0305	-	-	hypothetical protein	335819	336295	OR1
-	89	384435535	rps15	SYNGTS_0306	-	-	30S ribosomal protein S15	336313	336582	OR1
-	337	384435536	sll0932	SYNGTS_0307	-	-	hypothetical protein	336747	337760	OR1
-	156	384435537	sll0931	SYNGTS_0308	-	-	hypothetical protein	337861	338331	OR1
-	197	384435538	sll0930	SYNGTS_0309	-	-	hypothetical protein	338503	339096	OR1
-	161	384435539	apcD	SYNGTS_0310	-	-	allophycocyanin-B	339140	339625	OR1
-	420	384435540	metX	SYNGTS_0311	-	-	S-adenosylmethionine synthetase	339737	340999	OR1
-	334	384435541	dusA	SYNGTS_0312	-	-	tRNA-dihydrouridine synthase A	341135	342139	OR1
-	202	384435542	sll0925	SYNGTS_0313	-	-	hypothetical protein	342151	342759	OR1
+	177	384435543	infC	SYNGTS_0314	-	-	translation initiation factor IF-3	343026	343559	OF107
+	285	384435544	slr0975	SYNGTS_0315	-	-	hypothetical protein	343863	344720	OF108
-	184	384435545	sll0924	SYNGTS_0316	-	-	hypothetical protein	344744	345298	OR1
-	756	384435546	epsB	SYNGTS_0317	-	-	exopolysaccharide export protein	345536	347806	OR1
-	116	384435547	sll0922	SYNGTS_0318	-	-	hypothetical protein	348384	348734	OR1
+	242	384435548	slr0976	SYNGTS_0319	-	-	hypothetical protein	348701	349429	OF109
+	276	384435549	slr0977	SYNGTS_0320	-	-	ABC transporter	349468	350298	OF109
+	135	384435550	slr0978	SYNGTS_0321	-	-	hypothetical protein	350509	350916	OF109
+	143	384435551	slr0980	SYNGTS_0322	-	-	hypothetical protein	351036	351467	OF110
+	187	384435552	slr0981	SYNGTS_0323	-	-	hypothetical protein	351538	352101	OF111
+	430	384435553	rfbB	SYNGTS_0324	-	-	ABC transporter	352263	353555	OF112
+	256	384435554	rfbF	SYNGTS_0325	-	-	alpha-D-glucose-1-phosphatecytidylyltransferase	353552	354322	OF112
+	360	384435555	rfbG	SYNGTS_0326	-	-	CDP-glucose-4,6-dehydratase	354323	355405	OF112
+	189	384435556	rfbC	SYNGTS_0327	-	-	dTDP-6-deoxy-L-mannose-dehydrogenase	355424	355993	OF112
+	433	384435557	slr1610	SYNGTS_0328	-	-	hypothetical protein	355909	357210	OF112
+	150	384435558	slr1611	SYNGTS_0329	-	-	hypothetical protein	357245	357697	OF112
+	286	384435559	slr1612	SYNGTS_0330	-	-	hypothetical protein	357748	358608	OF112
+	196	384435560	slr1613	SYNGTS_0331	-	-	hypothetical protein	358760	359350	OF113
+	101	384435561	slr1614	SYNGTS_0332	-	-	hypothetical protein	359668	359973	OF114
+	378	384435562	rfbE	SYNGTS_0333	-	-	perosamine synthetase	360030	361166	OF115
+	341	384435563	slr1616	SYNGTS_0334	-	-	carbamoyl phosphate synthase-like-protein	361163	362188	OF115
+	411	384435564	slr1617	SYNGTS_0335	-	-	hypothetical protein	362185	363420	OF115
+	261	384435565	slr1618	SYNGTS_0336	-	-	hypothetical protein	363433	364218	OF115
+	249	384435566	slr1619	SYNGTS_0337	-	-	hypothetical protein	364247	364996	OF115
+	115	384435567	slr1062	SYNGTS_0338	-	-	hypothetical protein	365274	365621	OF115
+	689	384435568	slr1063	SYNGTS_0339	-	-	hypothetical protein	365716	367785	OF116
+	367	384435569	rfbU	SYNGTS_0340	-	-	mannosyltransferase B	367807	368910	OF116
+	356	384435570	slr1065	SYNGTS_0341	-	-	hypothetical protein	369149	370219	OF116
+	401	384435571	slr1066	SYNGTS_0342	-	-	hypothetical protein	370285	371490	OF117
+	340	384435572	galE	SYNGTS_0343	-	-	UDP-glucose-4-epimerase	371487	372509	OF117
+	118	384435573	slr1068	SYNGTS_0344	-	-	hypothetical protein	372811	373167	OF117
+	137	384435574	slr1069	SYNGTS_0345	-	-	hypothetical protein	373231	373644	OF118
+	285	384435575	slr1070	SYNGTS_0346	-	-	hypothetical protein	373654	374511	OF118
+	268	384435576	slr1071	SYNGTS_0347	-	-	hypothetical protein	374646	375452	OF118
+	320	384435577	yefA	SYNGTS_0348	-	-	GDP-D-mannose dehydratase	375470	376432	OF118
+	384	384435578	slr1073	SYNGTS_0349	-	-	hypothetical protein	376485	377639	OF118
+	443	384435579	slr1074	SYNGTS_0350	-	-	hypothetical protein	377620	378951	OF118
+	282	384435580	slr1075	SYNGTS_0351	-	-	transposase	379065	379913	OF118
+	381	384435581	slr1076	SYNGTS_0352	-	-	hypothetical protein	380030	381175	OF119
+	386	384435582	slr1077	SYNGTS_0353	-	-	hypothetical protein	381177	382337	OF119
+	84	384435583	ssr1765	SYNGTS_0354	-	-	hypothetical protein	382392	382646	OF119
+	76	384435584	ssr1766	SYNGTS_0355	-	-	hypothetical protein	382643	382873	OF119
+	105	384435585	galE	SYNGTS_0356	-	-	UDP-glucose-4-epimerase	382949	383266	OF119
+	164	384435586	slr1079	SYNGTS_0357	-	-	hypothetical protein	383300	383794	OF119
+	65	384435587	ssr1768	SYNGTS_0358	-	-	hypothetical protein	384050	384247	OF119
+	210	384435588	slr1081	SYNGTS_0359	-	-	hypothetical protein	384343	384975	OF120
+	136	384435589	slr1082	SYNGTS_0360	-	-	hypothetical protein	384980	385390	OF120
+	181	384435590	slr1083	SYNGTS_0361	-	-	hypothetical protein	385467	386012	OF120
+	146	384435591	slr1084	SYNGTS_0362	-	-	hypothetical protein	386177	386617	OF121
+	424	384435592	slr1085	SYNGTS_0363	-	-	hypothetical protein	386681	387955	OF122
+	361	384435593	slr1087	SYNGTS_0364	-	-	hypothetical protein	388116	389201	OF123
-	392	384435594	sll1025	SYNGTS_0365	-	-	hypothetical protein	389175	390353	OR1
-	93	384435595	ssl1972	SYNGTS_0366	-	-	hypothetical protein	390353	390634	OR1
-	274	384435596	sll1024	SYNGTS_0367	-	-	hypothetical protein	390905	391729	OR1
-	401	384435597	sucC	SYNGTS_0368	-	-	succinate--CoA ligase	391899	393104	OR1
-	242	384435598	sll1022	SYNGTS_0369	-	-	hypothetical protein	393121	393849	OR1
-	673	384435599	sll1021	SYNGTS_0370	-	-	hypothetical protein	393996	396017	OR1
-	294	384435600	sll1020	SYNGTS_0371	-	-	hypothetical protein	396057	396941	OR1
+	368	384435601	obgE	SYNGTS_0372	-	-	GTP-binding protein	397037	398143	OF124
+	57	384435602	hliA	SYNGTS_0373	-	-	high light inducible protein	398188	398361	OF124
-	257	384435603	HAGH1	SYNGTS_0374	-	-	glyoxalase II	398441	399214	OR1
-	441	384435604	pyrC	SYNGTS_0375	-	-	dihydroorotase	399275	400600	OR1
-	442	384435605	amt2	SYNGTS_0376	-	-	ammonium/methylammonium permease	400720	402048	OR1
+	380	384435606	slr1400	SYNGTS_0377	-	-	hybrid sensory kinase Hik38	402290	403432	OF124
+	291	384435607	slr0670	SYNGTS_0378	-	-	hypothetical protein	403552	404427	OF125
-	1879	384435608	nucH	SYNGTS_0379	-	-	extracellular nuclease	404545	410184	OR1
-	1409	384435609	sll0654	SYNGTS_0380	-	-	alkaline phosphatase	410315	414544	OR1
+	177	384435610	cysC	SYNGTS_0381	-	-	adenylylsulfate 3'-phosphotransferase	414871	415404	OF126
+	227	384435611	exbB	SYNGTS_0382	-	-	biopolymer transport ExbB protein	415562	416245	OF127
+	269	384435612	slr0678	SYNGTS_0383	-	-	hypothetical protein	416356	417165	OF128
+	446	384435613	fmu/fmv	SYNGTS_0384	-	-	Fmu and Fmv protein	417201	418541	OF128
+	140	384435614	slr0680	SYNGTS_0385	-	-	hypothetical protein	418704	419126	OF128
+	433	384435615	slr0681	SYNGTS_0386	-	-	hypothetical protein	418963	420264	OF128
+	409	384435616	hisD	SYNGTS_0387	-	-	histidinol dehydrogenase	420502	421731	OF128
-	164	384435617	sll0651	SYNGTS_0388	-	-	transposase	421765	422259	OR1
-	119	384435618	sll0650	SYNGTS_0389	-	-	transposase	422253	422612	OR1
-	245	384435619	sll0649	SYNGTS_0390	-	-	OmpR subfamily protein Rre3	422772	423509	OR1
-	358	384435620	lim	SYNGTS_0391	-	-	lipophilic protein	423490	424566	OR1
-	256	384435621	sll0647	SYNGTS_0392	-	-	hypothetical protein	424694	425464	OR1
-	756	384435622	cyaA	SYNGTS_0393	-	-	adenylate cyclase	425468	427738	OR1
-	255	384435623	sll0645	SYNGTS_0394	-	-	hypothetical protein	427777	428544	OR1
-	331	384435624	sll0644	SYNGTS_0395	-	-	esterase	428619	429614	OR1
+	119	384435625	slr0686	SYNGTS_0396	-	-	hypothetical protein	429810	430169	OF129
-	206	384435626	ureG	SYNGTS_0397	-	-	urease accessory protein G	430424	431044	OR1
+	481	384435627	pleD	SYNGTS_0398	-	-	two-component response regulator Rre4	431350	432795	OF130
-	509	384435628	sll0641	SYNGTS_0399	-	-	hypothetical protein	432779	434308	OR1
-	612	384435629	Sac1	SYNGTS_0400	-	-	sulfur deprivation response regulator	434320	436158	OR1
+	343	384435630	slr0688	SYNGTS_0401	-	-	hypothetical protein	436234	437265	OF131
+	67	384435631	ssr1155	SYNGTS_0402	-	-	hypothetical protein	437705	437908	OF132
+	398	384435632	slr0689	SYNGTS_0403	-	-	hypothetical protein	437922	439118	OF132
-	417	384435633	sll0639	SYNGTS_0404	-	-	hypothetical protein	439184	440437	OR1
-	458	384435634	sll0638	SYNGTS_0405	-	-	hypothetical protein	440610	441986	OR1
+	589	384435635	ycf45	SYNGTS_0406	-	-	hypothetical protein	442164	443933	OF132
-	343	384435636	thiE	SYNGTS_0407	-	-	thiamin biosynthetic bifunctional enzyme	443913	444944	OR1
-	287	384435637	btpA	SYNGTS_0408	-	-	Photosystem I biogenesis protein	445061	445924	OR1
+	173	384435638	slr0695	SYNGTS_0409	-	-	hypothetical protein	446230	446751	OF133
+	295	384435639	slr1590	SYNGTS_0410	-	-	hypothetical protein	446807	447694	OF134
+	382	384435640	slr1591	SYNGTS_0411	-	-	hypothetical protein	447831	448979	OF135
+	291	384435641	slr1592	SYNGTS_0412	-	-	hypothetical protein	449166	450041	OF136
+	303	384435642	slr1593	SYNGTS_0413	-	-	hypothetical protein	450740	451651	OF137
+	395	384435643	slr1594	SYNGTS_0414	-	-	PatA subfamily protein Rre5	451735	452922	OF138
+	410	384435644	slr1595	SYNGTS_0415	-	-	Na/H antiporter	453214	454446	OF139
-	624	384435645	sll1516	SYNGTS_0416	-	-	hypothetical protein	454712	456586	OR1
+	440	384435646	pxcA	SYNGTS_0417	-	-	proton extrusion protein PcxA	456975	458297	OF140
-	149	384435647	sll1515	SYNGTS_0418	-	-	hypothetical protein	458408	458857	OR1
+	298	384435648	slr1597	SYNGTS_0419	-	-	hypothetical protein	459200	460096	OF141
-	146	384435649	hsp17	SYNGTS_0420	-	-	16.6 kDa small heat shock protein, molecular chaperon	460250	460690	OR1
-	334	384435650	ccsA	SYNGTS_0421	-	-	c-type cytochrome synthesis protein	460956	461960	OR1
-	135	384435651	sll1512	SYNGTS_0422	-	-	hypothetical protein	462147	462554	OR1
+	289	384435652	lipA	SYNGTS_0423	-	-	lipoic acid synthetase	462809	463678	OF142
-	205	384435653	sll1511	SYNGTS_0424	-	-	hypothetical protein	463690	464307	OR1
-	246	384435654	sll1510	SYNGTS_0425	-	-	hypothetical protein	464437	465177	OR1
-	109	384435655	ycf20	SYNGTS_0426	-	-	hypothetical protein	465232	465561	OR1
+	188	384435656	slr1599	SYNGTS_0427	-	-	hypothetical protein	465927	466493	OF143
+	149	384435657	slr1600	SYNGTS_0428	-	-	hypothetical protein	466588	467037	OF144
+	31	384435658	psaM	SYNGTS_0429	-	-	photosystem I reaction center subunit XII	467201	467296	OF145
+	125	384435659	slr1601	SYNGTS_0430	-	-	hypothetical protein	467436	467813	OF146
-	276	384435660	lpxC	SYNGTS_0431	-	-	UDP-3-O-acyl N-acetylglucosamine deacetylase	467836	468666	OR1
-	181	384435661	sll1507	SYNGTS_0432	-	-	hypothetical protein	469001	469546	OR1
+	440	384435662	slr1603	SYNGTS_0433	-	-	hypothetical protein	469592	470914	OF147
+	616	384435663	ftsH	SYNGTS_0434	-	-	cell division protein FtsH	471080	472930	OF148
+	82	384435664	ssr2699	SYNGTS_0435	-	-	transposase	473414	473662	OF149
-	83	384435665	vapC	SYNGTS_0436	-	-	virulence associated protein C	473953	474204	OR1
-	75	384435666	vapB	SYNGTS_0437	-	-	virulence associated protein B	474205	474432	OR1
-	72	384435667	ssl2920	SYNGTS_0438	-	-	hypothetical protein	474789	475007	OR1
-	111	384435668	sll1505	SYNGTS_0439	-	-	hypothetical protein	475110	475445	OR1
-	102	384435669	sll1504	SYNGTS_0440	-	-	hypothetical protein	475435	475743	OR1
-	508	384435670	sll1503	SYNGTS_0441	-	-	hypothetical protein	475873	477399	OR1
-	1550	384435671	gltB	SYNGTS_0442	-	-	ferredoxin-dependent glutamate synthase	477668	482320	OR1
+	53	384435672	ssr2708	SYNGTS_0443	-	-	hypothetical protein	482542	482703	OF150
+	84	384435673	ssr2711	SYNGTS_0444	-	-	hypothetical protein	482945	483199	OF151
+	412	384435674	gdhB	SYNGTS_0445	-	-	glucose dehydrogenase	483326	484564	OF152
-	482	384435675	cbiA	SYNGTS_0446	-	-	cobyrinic acid a,c-diamide synthase	484799	486247	OR1
-	369	384435676	sll1500	SYNGTS_0447	-	-	hypothetical protein	486244	487353	OR1
+	636	384435677	slr1609	SYNGTS_0448	-	-	long-chain-fatty-acid CoA ligase	487467	489377	OF153
+	388	384435678	slr1041	SYNGTS_0449	-	-	PatA subfamily protein PilG/TaxP3/Rre6	489722	490888	OF154
+	121	384435679	slr1042	SYNGTS_0450	-	-	CheY subfamily protein PilH/TaxY3/Rre7	491084	491449	OF155
+	187	384435680	slr1043	SYNGTS_0451	-	-	hypothetical protein	491496	492059	OF155
+	869	384435681	mcpA	SYNGTS_0452	-	-	methyl-accepting chemotaxis protein	492130	494739	OF155
+	263	384435682	slr1045	SYNGTS_0453	-	-	hypothetical protein	494828	495619	OF156
+	126	384435683	slr1046	SYNGTS_0454	-	-	hypothetical protein	495626	496006	OF156
+	464	384435684	pleD	SYNGTS_0455	-	-	hypothetical protein	496450	497844	OF156
+	1006	384435685	slr1048	SYNGTS_0456	-	-	hypothetical protein	498076	501096	OF157
-	270	384435686	sll1011	SYNGTS_0457	-	-	hypothetical protein	501178	501990	OR1
+	57	384435687	rps32	SYNGTS_0458	-	-	50S ribosomal protein L32	502042	502215	OF158
+	477	384435688	slr1050	SYNGTS_0459	-	-	hypothetical protein	502314	503747	OF159
+	258	384435689	envM	SYNGTS_0460	-	-	enoyl-(acyl carrier protein) reductase	503943	504719	OF160
+	170	384435690	slr1052	SYNGTS_0461	-	-	hypothetical protein	504755	505267	OF160
+	267	384435691	slr1053	SYNGTS_0462	-	-	hypothetical protein	505356	506159	OF160
-	591	384435692	frpC	SYNGTS_0463	-	-	iron-regulated protein	506252	508027	OR1
+	1331	384435693	chlH	SYNGTS_0464	-	-	Mg-chelatase subunit	508515	512510	OF161
+	672	384435694	slr1056	SYNGTS_0465	-	-	hypothetical protein	512615	514633	OF162
-	365	384435695	sll1006	SYNGTS_0466	-	-	hypothetical protein	514847	515944	OR1
-	269	384435696	mazG	SYNGTS_0467	-	-	nucleoside triphosphate pyrophosphohydrolase	516088	516897	OR1
-	394	384435697	sll1004	SYNGTS_0468	-	-	hypothetical protein	517027	518211	OR1
-	661	384435698	sll1003	SYNGTS_0469	-	-	sensory transduction histidine kinase Hik13	518287	520272	OR1
-	52	384435699	ssl1923	SYNGTS_0470	-	-	hypothetical protein	520682	520840	OR1
-	83	384435700	ssl1922	SYNGTS_0471	-	-	transposase	520918	521169	OR1
-	93	384435701	ssl1920	SYNGTS_0472	-	-	transposase	521076	521357	OR1
-	456	384435702	ycf22	SYNGTS_0473	-	-	hypothetical protein	521483	522853	OR1
-	260	384435703	sll1001	SYNGTS_0474	-	-	ABC transporter	523016	523798	OR1
-	97	384435704	ssl1918	SYNGTS_0475	-	-	hypothetical protein	523821	524114	OR1
+	1749	384435705	slr1753	SYNGTS_0476	-	-	hypothetical protein	524346	529595	OF163
+	317	384435706	gpsA	SYNGTS_0477	-	-	NAD+ dependent glycerol-3-phosphatedehydrogenase	529735	530688	OF164
-	172	384435707	sll1647	SYNGTS_0478	-	-	hypothetical protein	530717	531235	OR1
+	473	384435708	glnA	SYNGTS_0479	-	-	glutamate--ammonia ligase	531446	532867	OF165
+	1462	384435709	slr1759	SYNGTS_0480	-	-	hybrid sensory kinase Hik14	533086	537474	OF166
+	315	384435710	slr1760	SYNGTS_0481	-	-	regulatory component of sensory transduction system Rre8	537471	538418	OF166
+	201	384435711	ytfC	SYNGTS_0482	-	-	FKBP-type peptidyl-prolyl cis-trans isomerase	538415	539020	OF166
-	188	384435712	sll1643	SYNGTS_0483	-	-	hypothetical protein	539288	539854	OR1
+	221	384435713	slr1762	SYNGTS_0484	-	-	hypothetical protein	540098	540763	OF166
+	400	384435714	slr1763	SYNGTS_0485	-	-	hypothetical protein	540863	542065	OF167
-	163	384435715	sll1642	SYNGTS_0486	-	-	hypothetical protein	542105	542596	OR1
+	179	384435716	capA	SYNGTS_0487	-	-	cAMP binding protein	542803	543342	OF168
-	467	384435717	gad	SYNGTS_0488	-	-	glutamate decarboxylase	543468	544871	OR1
+	74	384435718	ssr2962	SYNGTS_0489	-	-	hypothetical protein	545029	545253	OF169
+	112	384435719	slr1767	SYNGTS_0490	-	-	hypothetical protein	545250	545588	OF169
-	321	384435720	sll1640	SYNGTS_0491	-	-	hypothetical protein	545591	546556	OR1
-	270	384435721	ureD	SYNGTS_0492	-	-	urease accessory protein D	546553	547365	OR1
-	149	384435722	sll1638	SYNGTS_0493	-	-	hypothetical protein	547425	547874	OR1
+	298	384435723	slr1768	SYNGTS_0494	-	-	hypothetical protein	548236	549132	OF169
-	190	384435724	fbp	SYNGTS_0495	-	-	ferripyochelin binding protein	549129	549701	OR1
+	111	384435725	slr1770	SYNGTS_0496	-	-	hypothetical protein	549994	550329	OF170
+	535	384435726	slr1771	SYNGTS_0497	-	-	hypothetical protein	550563	552170	OF171
-	215	384435727	dgt	SYNGTS_0498	-	-	FAD-dependent thymidylate synthase ThyX	552220	552867	OR1
-	45	384435728	psbK	SYNGTS_0499	-	-	photosystem II PsbK protein	553065	553202	OR1
-	240	384435729	sll1752	SYNGTS_0500	-	-	hypothetical protein	553297	554019	OR1
+	85	384435730	ssr3122	SYNGTS_0501	-	-	hypothetical protein	554289	554546	OF172
+	107	384435731	slr1846	SYNGTS_0502	-	-	hypothetical protein	554727	555050	OF173
+	114	384435732	slr1847	SYNGTS_0503	-	-	hypothetical protein	555262	555606	OF174
+	434	384435733	hisD	SYNGTS_0504	-	-	histidinol dehydrogenase	555642	556946	OF174
+	518	384435734	merA	SYNGTS_0505	-	-	mercuric reductase	557423	558979	OF174
-	111	384435735	sll1751	SYNGTS_0506	-	-	hypothetical protein	559015	559350	OR1
-	569	384435736	ureC	SYNGTS_0507	-	-	urease alpha subunit	559461	561170	OR1
-	156	384435737	sll1749	SYNGTS_0508	-	-	hypothetical protein	561188	561658	OR1
-	84	384435738	ssl3342	SYNGTS_0509	-	-	hypothetical protein	561709	561963	OR1
+	162	384435739	slr1851	SYNGTS_0510	-	-	hypothetical protein	562557	563045	OF175
+	61	384435740	ssr3129	SYNGTS_0511	-	-	hypothetical protein	563105	563290	OF176
-	825	384435741	sll1946	SYNGTS_0512	-	-	hypothetical protein	563448	565925	OR1
+	248	384435742	ycf23	SYNGTS_0513	-	-	hypothetical protein	566059	566805	OF177
-	640	384435743	dxs	SYNGTS_0514	-	-	1-deoxy-D-xylulose-5-phosphate synthase	566983	568905	OR1
+	115	384435744	rub	SYNGTS_0515	-	-	rubredoxin	569141	569488	OF178
+	342	384435745	ycf48	SYNGTS_0516	-	-	hypothetical protein	569544	570572	OF179
+	81	384435746	psbE	SYNGTS_0517	-	-	cytochrome b559 a subunit	570658	570903	OF180
+	44	384435747	psbF	SYNGTS_0518	-	-	cytochrome b559 b subunit	570940	571074	OF180
+	39	384435748	psbL	SYNGTS_0519	-	-	photosystem II PsbL protein	571084	571203	OF180
+	39	384435749	psbJ	SYNGTS_0520	-	-	photosystem II PsbJ protein	571236	571355	OF180
+	375	384435750	proB	SYNGTS_0521	-	-	glutamate 5-kinase	571440	572567	OF180
+	57	384435751	ssr3452	SYNGTS_0522	-	-	transposase	572736	572909	OF181
+	338	384435752	slr2036	SYNGTS_0523	-	-	transposase	573494	574510	OF182
+	300	384435753	slr2037	SYNGTS_0524	-	-	hypothetical protein	574562	575464	OF183
+	216	384435754	slr2038	SYNGTS_0525	-	-	hypothetical protein	575477	576127	OF183
-	254	384435755	sll1942	SYNGTS_0526	-	-	hypothetical protein	576139	576903	OR1
-	920	384435756	gyrA	SYNGTS_0527	-	-	DNA gyrase subunit A	576934	579696	OR1
+	135	384435757	divK	SYNGTS_0528	-	-	cell division response regulator DivK/Rre42	579787	580194	OF183
+	275	384435758	slr2042	SYNGTS_0529	-	-	hypothetical protein	580228	581055	OF183
-	157	384435759	sll1940	SYNGTS_0530	-	-	hypothetical protein	581052	581525	OR1
-	214	384435760	sll1939	SYNGTS_0531	-	-	hypothetical protein	581518	582162	OR1
+	79	384435761	ssr3465	SYNGTS_0532	-	-	hypothetical protein	582238	582477	OF183
-	203	384435762	sll1938	SYNGTS_0533	-	-	hypothetical protein	582481	583092	OR1
-	138	384435763	fur	SYNGTS_0534	-	-	ferric uptake regulation protein	583157	583573	OR1
+	338	384435764	zntC	SYNGTS_0535	-	-	zinc transport system substrate-binding protein	583680	584696	OF184
+	289	384435765	slr2044	SYNGTS_0536	-	-	ABC transporter	584674	585543	OF184
+	281	384435766	slr2045	SYNGTS_0537	-	-	hypothetical protein	585497	586342	OF184
+	95	384435767	ssr3467	SYNGTS_0538	-	-	hypothetical protein	586858	587145	OF184
+	1965	384435768	slr2046	SYNGTS_0539	-	-	Fat protein	587228	593125	OF185
+	328	384435769	phoH	SYNGTS_0540	-	-	phosphate starvation-inducible protein	593257	594243	OF186
+	398	384435770	slr2048	SYNGTS_0541	-	-	hypothetical protein	594454	595650	OF187
+	192	384435771	slr2049	SYNGTS_0542	-	-	hypothetical protein	595733	596311	OF188
+	249	384435772	cpcG1	SYNGTS_0543	-	-	phycobilisome rod-core linker polypeptide CpcG1	596498	597247	OF189
+	298	384435773	slr2052	SYNGTS_0544	-	-	hypothetical protein	597591	598487	OF190
-	148	384435774	sll1934	SYNGTS_0545	-	-	hypothetical protein	598484	598930	OR1
+	283	384435775	slr2053	SYNGTS_0546	-	-	hypothetical protein	599062	599913	OF191
-	307	384435776	dnaJ	SYNGTS_0547	-	-	DnaJ protein	599910	600833	OR1
-	771	384435777	dnaK	SYNGTS_0548	-	-	DnaK protein	600942	603257	OR1
-	427	384435778	gylA	SYNGTS_0549	-	-	serine hydroxymethyltransferase	603443	604726	OR1
