Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
+	308	15790550	-	VNG1578H	-	COG1270H	hypothetical protein	1179145	1180071	OF314
+	199	15790551	-	VNG1580H	-	COG0368H	hypothetical protein	1180212	1180811	OF314
+	189	15790552	-	VNG1581C	-	COG2266H	hypothetical protein	1180811	1181380	OF314
+	336	15790553	hisC2	VNG1582G	-	COG0079E	hypothetical protein	1181398	1182408	OF314
+	231	15790554	-	VNG1583C	-	COG1865S	hypothetical protein	1182401	1183096	OF314
-	513	16554499	-	VNG1585Cm	-	-	hypothetical protein	1183163	1184704	OR1
+	330	15790556	-	VNG1587H	-	-	hypothetical protein	1184767	1185759	OF314
+	137	15790557	-	VNG1589C	-	COG3889R	hypothetical protein	1188524	1188937	OF315
-	89	15790558	-	VNG1590H	-	-	hypothetical protein	1189410	1189679	OR1
+	57	15790559	-	VNG1591H	-	-	hypothetical protein	1189961	1190134	OF316
-	269	15790560	cysT2	VNG1592G	-	COG0555O	sulfate transport system permease	1190152	1190961	OR1
-	309	15790561	-	VNG1595C	-	COG0725P	hypothetical protein	1190958	1191887	OR1
+	143	16554500	tfx	VNG1598a	-	COG1356S	transcriptional regulator	1191948	1192379	OF317
-	473	15790563	gcvP2	VNG1601G	-	COG1003E	glycine dehydrogenase subunit 2	1192390	1193811	OR1
-	441	15790564	gcvP1	VNG1603G	-	COG0403E	glycine dehydrogenase subunit 1	1193811	1195136	OR1
-	124	15790565	gdcH	VNG1605G	-	COG0509E	glycine cleavage system protein H	1195419	1195793	OR1
-	363	228915427	gcvT	VNG1606G	-	COG0404E	glycine cleavage system aminomethyltransferase T	1195790	1196881	OR1
-	196	15790567	cheC2	VNG1607G	-	COG1776NT	hypothetical protein	1197028	1197618	OR1
+	187	15790568	-	VNG1608C	-	COG1432S	hypothetical protein	1197636	1198199	OF318
-	235	15790569	-	VNG1609C	-	COG2013S	hypothetical protein	1198223	1198930	OR1
+	281	15790570	-	VNG1610C	-	COG1831R	hypothetical protein	1199058	1199903	OF319
+	195	15790571	-	VNG1611C	-	COG4749S	hypothetical protein	1199977	1200564	OF320
+	269	15790572	-	VNG1613H	-	-	hypothetical protein	1201805	1202614	OF321
+	445	15790573	mvaB	VNG1615G	-	COG3425I	3-hydroxy-3-methylglutaryl-coenzyme A synthase	1202684	1204021	OF322
-	194	15790574	-	VNG1618H	-	COG0431R	hypothetical protein	1204023	1204607	OR1
-	269	15790575	-	VNG1616C	-	COG1709K	hypothetical protein	1204670	1205479	OR1
+	162	15790576	-	VNG1617H	-	COG0456R	hypothetical protein	1205478	1205966	OF323
-	190	15790577	-	VNG1619H	-	-	hypothetical protein	1205963	1206535	OR1
-	151	15790578	-	VNG1621H	-	COG3467R	hypothetical protein	1206584	1207039	OR1
+	501	15790579	rfcB	VNG1622G	-	COG0470L	replication factor C large subunit	1207038	1208543	OF324
-	277	15790580	ccp	VNG1623G	-	COG1612O	heme A synthase	1208540	1209373	OR1
+	750	15790581	mdh	VNG1624G	-	COG0281C	malic enzyme	1209504	1211756	OF325
-	207	15790582	-	VNG1625H	-	COG0328L	hypothetical protein	1211764	1212387	OR1
+	254	15790583	-	VNG1626C	-	COG0697GER	hypothetical protein	1212650	1213414	OF326
-	324	15790584	aad	VNG1628G	-	COG0667C	aryl-alcohol dehydrogenase	1213427	1214401	OR1
-	77	15790585	-	VNG1630H	-	-	hypothetical protein	1214457	1214690	OR1
-	242	15790586	cbiO2	VNG1631G	-	COG1122P	hypothetical protein	1214890	1215618	OR1
-	242	15790587	cbiQ	VNG1632G	-	COG0619P	hypothetical protein	1215673	1216401	OR1
-	96	15790588	cbiN	VNG1634G	-	COG1930P	cobalt transport protein CbiN	1216405	1216695	OR1
-	220	15790589	cbiM	VNG1635G	-	COG0310P	cobalt transport protein CbiM	1216692	1217354	OR1
+	285	15790590	hcpA	VNG1637G	-	COG3794C	halocyanin-like protein	1217584	1218441	OF327
+	376	15790591	-	VNG1638H	-	COG1344N	hypothetical protein	1218759	1219889	OF328
-	126	15790592	-	VNG1640H	-	-	hypothetical protein	1219873	1220253	OR1
+	208	15790593	-	VNG1641H	-	COG0398S	hypothetical protein	1220349	1220975	OF329
-	40	15790594	-	VNG1642H	-	-	hypothetical protein	1220972	1221094	OR1
-	1051	15790595	nrdB2	VNG1644G	-	COG0209F	ribonucleoside reductase large chain	1221158	1224313	OR1
+	61	15790596	-	VNG1645H	-	-	hypothetical protein	1224647	1224832	OF330
-	198	15790597	trpG1	VNG1646G	-	COG0512EH	anthranilate synthase subunit beta	1224838	1225434	OR1
-	527	15790598	trpE1	VNG1647G	-	COG0147EH	anthranilate synthase component I	1225431	1227014	OR1
-	218	15790599	trpF	VNG1648G	-	COG0135E	hypothetical protein	1227011	1227667	OR1
-	336	15790600	trpD	VNG1649G	-	COG0547E	anthranilate phosphoribosyltransferase	1227664	1228674	OR1
-	282	15790601	-	VNG1650H	-	-	hypothetical protein	1229492	1230340	OR1
-	67	15790602	-	VNG1651H	-	COG0864K	hypothetical protein	1230496	1230699	OR1
+	424	15790603	-	VNG1653H	-	COG3385L	hypothetical protein	1231161	1232435	OF331
-	394	15790604	cdc48e	VNG1654G	-	COG1222O	cell division cycle protein	1232639	1233823	OR1
-	118	15790605	-	VNG1655H	-	-	hypothetical protein	1234475	1234831	OR1
-	333	15790606	-	VNG1657H	-	COG4885S	hypothetical protein	1234828	1235829	OR1
+	147	15790607	-	VNG1656H	-	-	hypothetical protein	1235959	1236402	OF332
-	143	15790608	-	VNG1658C	-	COG0589T	hypothetical protein	1236404	1236835	OR1
+	536	15790609	htr1	VNG1659G	-	COG0840NT	Htr1	1237084	1238694	OF333
+	239	15790610	sop1	VNG1660G	-	COG5524R	sensory rhodopsin I	1238694	1239413	OF333
+	380	15790611	-	VNG1663C	-	COG3448T	hypothetical protein	1239515	1240657	OF333
+	63	15790612	-	VNG1664H	-	-	hypothetical protein	1240710	1240901	OF334
-	236	15790613	radB	VNG1665G	-	COG0468L	DNA repair and recombination protein RadB	1240909	1241619	OR1
-	255	15790614	-	VNG1666H	-	COG1091M	hypothetical protein	1241720	1242487	OR1
+	742	15790615	cdc48c	VNG1667G	-	COG0464O	cell division cycle protein	1242669	1244897	OF335
-	124	15790616	rps8e	VNG1668G	-	COG2007J	30S ribosomal protein S8	1244981	1245355	OR1
+	151	15790617	-	VNG1670C	-	COG3612S	hypothetical protein	1245442	1245897	OF336
+	127	15790618	-	VNG1672H	-	-	hypothetical protein	1245887	1246270	OF336
+	267	15790619	pyrF	VNG1673G	-	COG0284F	hypothetical protein	1246366	1247169	OF336
-	53	15790620	-	VNG1674H	-	-	hypothetical protein	1247170	1247331	OR1
+	169	15790621	-	VNG1675H	-	COG0484O	hypothetical protein	1247384	1247893	OF337
+	203	16554501	-	VNG1675a	-	COG1011R	HAD superfamily hydrolase	1247923	1248534	OF337
+	540	15790622	gbp2	VNG1676G	-	COG5258R	GTP-binding protein	1248609	1250231	OF337
+	122	15790623	-	VNG1678H	-	COG0150F	hypothetical protein	1250266	1250634	OF337
-	163	15790624	-	VNG1679H	-	-	hypothetical protein	1250640	1251131	OR1
+	322	15790625	crtB2	VNG1680G	-	COG1562I	phytoene synthase	1251280	1252248	OF337
-	279	15790626	-	VNG1681C	-	COG2324S	hypothetical protein	1252256	1253095	OR1
-	275	15790627	ubiA	VNG1682C	-	COG0382H	prenyltransferase	1253088	1253915	OR1
-	512	15790628	crtI1	VNG1684G	-	COG1233Q	phytoene dehydrogenase	1253922	1255460	OR1
-	311	15790629	mch	VNG1686G	-	COG3252H	N5,N10-methenyltetrahydromethanopterin cyclohydrolase	1255507	1256442	OR1
-	417	15790630	-	VNG1687C	-	-	hypothetical protein	1256502	1257755	OR1
+	283	15790631	-	VNG1688C	-	COG2106S	hypothetical protein	1258177	1259028	OF338
+	335	15790632	rpl3p	VNG1689G	-	COG0087J	50S ribosomal protein L3P	1259033	1260040	OF338
+	250	15790633	rpl4lp	VNG1690G	-	COG0088J	50S ribosomal protein L4	1260044	1260796	OF338
+	84	15790634	rplW	VNG1691G	-	COG0089J	50S ribosomal protein L23	1260793	1261047	OF338
+	240	15790635	rpl2p	VNG1692G	-	COG0090J	50S ribosomal protein L2	1261050	1261772	OF338
+	140	15790636	rps19p	VNG1693G	-	COG0185J	30S ribosomal protein S19	1261776	1262198	OF338
+	156	15790637	rpl22p	VNG1695G	-	COG0091J	50S ribosomal protein L22	1262202	1262672	OF338
+	302	15790638	rps3p	VNG1697G	-	COG0092J	30S ribosomal protein S3	1262672	1263580	OF338
+	71	15790639	rpmC	VNG1698G	-	COG0255J	50S ribosomal protein L29	1263580	1263795	OF338
+	123	15790640	-	VNG1699C	-	COG1588J	ribonuclease P protein component 1	1263804	1264175	OF338
+	109	15790641	rps17p	VNG1700G	-	COG0186J	30S ribosomal protein S17	1264166	1264495	OF338
+	132	15790642	rpl14p	VNG1701G	-	COG0093J	50S ribosomal protein L14	1264495	1264893	OF338
+	118	15790643	rpl24p	VNG1702G	-	COG0198J	50S ribosomal protein L24	1264898	1265254	OF338
+	233	15790644	rps4e	VNG1703G	-	COG1471J	30S ribosomal protein S4	1265251	1265952	OF338
+	175	15790645	rpl5p	VNG1705G	-	COG0094J	50S ribosomal protein L5	1265949	1266476	OF338
+	52	15790646	rps14P	VNG1706G	-	COG0199J	30S ribosomal protein S14	1266473	1266631	OF338
+	130	161349980	rps8p	VNG1707G	-	COG0096J	30S ribosomal protein S8	1266634	1267026	OF338
+	178	15790648	rpl6p	VNG1709G	-	COG0097J	50S ribosomal protein L6	1267030	1267566	OF338
+	239	15790649	rpl32e	VNG1711G	-	COG1717J	50S ribosomal protein L32	1267570	1268289	OF338
+	149	15790650	rpl19e	VNG1713G	-	COG2147J	50S ribosomal protein L19	1268282	1268731	OF338
+	183	15790651	rpl18p	VNG1714G	-	COG0256J	50S ribosomal protein L18	1268731	1269282	OF338
+	212	15790652	rps5p	VNG1715G	-	COG0098J	30S ribosomal protein S5	1269286	1269924	OF338
+	154	15790653	rpl30p	VNG1716G	-	COG1841J	50S ribosomal protein L30	1269924	1270388	OF338
+	153	15790654	rpl15p	VNG1718G	-	COG0200J	50S ribosomal protein L15	1270394	1270855	OF338
+	491	15790655	secY	VNG1719G	-	COG0201U	preprotein translocase subunit SecY	1270859	1272334	OF338
+	387	15790656	-	VNG1720H	-	COG0614P	hypothetical protein	1272410	1273573	OF338
-	558	15790657	trkH2	VNG1721G	-	COG0168P	TRK potassium uptake system protein	1273771	1275447	OR1
-	136	15790658	-	VNG1723H	-	-	hypothetical protein	1275550	1275960	OR1
+	216	15790659	adk	VNG1724G	-	COG0563F	adenylate kinase	1276049	1276699	OF339
+	290	15790660	htlB	VNG1726G	-	COG1422S	HtlB	1276763	1277635	OF340
+	192	15790661	cmk	VNG1727G	-	COG1102F	cytidylate kinase	1277691	1278269	OF341
+	310	161349979	sus	VNG1729G	-	COG0130J	H/ACA RNA-protein complex component Cbf5p	1278244	1279176	OF341
-	584	15790663	-	VNG1732C	-	COG1357S	hypothetical protein	1279783	1281537	OR1
-	536	15790664	htr17	VNG1733G	-	COG0840NT	Htr17	1281743	1283353	OR1
-	111	15790665	-	VNG1734H	-	-	hypothetical protein	1283350	1283685	OR1
+	261	15790666	-	VNG1735C	-	COG3217R	hypothetical protein	1283837	1284622	OF341
+	323	15790667	-	VNG1737H	-	COG1819GC	hypothetical protein	1284679	1285650	OF342
+	279	15790668	htlC	VNG1739G	-	COG0467T	HtlC	1285676	1286515	OF342
+	325	15790669	-	VNG1740C	-	COG1196D	hypothetical protein	1286560	1287537	OF342
+	219	15790670	-	VNG1743C	-	COG1594K	hypothetical protein	1287622	1288281	OF342
-	286	15790671	-	VNG1744H	-	COG0428P	hypothetical protein	1288323	1289183	OR1
+	229	15790672	-	VNG1746C	-	COG3361S	hypothetical protein	1289265	1289954	OF343
-	224	15790673	-	VNG1748C	-	COG4221R	hypothetical protein	1289955	1290629	OR1
+	396	15790674	gbp1	VNG1749G	-	COG0012J	translation-associated GTPase	1290751	1291941	OF344
-	317	15790675	-	VNG1751H	-	-	hypothetical protein	1291955	1292908	OR1
-	143	15790676	-	VNG1752C	-	COG0589T	hypothetical protein	1292962	1293393	OR1
-	462	15790677	phr1	VNG1754G	-	COG0415L	photolyase/cryptochrome	1293457	1294845	OR1
-	536	15790678	crtI2	VNG1755G	-	COG1233Q	phytoene dehydrogenase	1294848	1296458	OR1
+	83	15790679	eif1a2	VNG1756G	-	COG0361J	translation initiation factor IF-1A	1296538	1296789	OF345
+	95	15790680	-	VNG1758H	-	-	hypothetical protein	1296996	1297283	OF346
+	545	15790681	htr7	VNG1759G	-	COG0840NT	Htr7	1297280	1298917	OF346
-	810	15790682	htr5	VNG1760G	-	COG0840NT	Htr5	1298933	1301365	OR1
-	334	15790683	proX	VNG1762G	-	COG1732M	ABC transporter	1301370	1302374	OR1
-	237	15790684	sop2	VNG1764G	-	COG5524R	sensory rhodopsin II	1304168	1304881	OR1
-	764	15790685	htr2	VNG1765G	-	COG0840NT	Htr2	1304883	1307177	OR1
-	253	15790686	-	VNG1766C	-	COG0327S	hypothetical protein	1307267	1308028	OR1
-	272	15790687	speB	VNG1767G	-	COG0010E	hypothetical protein	1308056	1308874	OR1
-	127	15790688	eif5a	VNG1768G	-	COG0231J	translation initiation factor IF-5A	1308878	1309261	OR1
-	275	16554502	-	VNG1769Cm	-	COG1402R	amidase	1309363	1310190	OR1
-	537	15790690	-	VNG1770C	-	COG0661R	hypothetical protein	1310187	1311800	OR1
-	116	15790691	-	VNG1771C	-	COG0071O	hypothetical protein	1311933	1312283	OR1
-	218	15790692	pgp	VNG1772G	-	COG0546R	3-phosphoglycerate kinase	1312357	1313013	OR1
-	91	15790693	phhB	VNG1773G	-	COG2154H	pterin-4a-carbinolamine dehydratase	1313067	1313342	OR1
-	436	15790694	hemA	VNG1774G	-	COG0373H	glutamyl-tRNA reductase	1313406	1314716	OR1
-	220	15790695	-	VNG1775C	-	COG1648H	hypothetical protein	1314713	1315375	OR1
-	352	15790696	nirH	VNG1776G	-	COG1522K	heme biosynthesis protein	1315383	1316441	OR1
-	138	15790697	-	VNG1777H	-	-	hypothetical protein	1316499	1316915	OR1
+	302	15790698	-	VNG1779C	-	COG0020I	hypothetical protein	1317052	1317960	OF346
-	326	15790699	-	VNG1781C	-	COG0020I	hypothetical protein	1317980	1318960	OR1
+	324	15790700	-	VNG1782C	-	COG1836S	hypothetical protein	1319025	1319999	OF347
-	450	15790701	-	VNG1784C	-	COG0358L	DNA primase	1320001	1321353	OR1
+	70	15790702	-	VNG1783H	-	-	hypothetical protein	1321352	1321564	OF348
+	482	15790703	panF	VNG1785G	-	COG0591ER	hypothetical protein	1321603	1323051	OF348
-	92	15790704	-	VNG1786H	-	COG1695K	hypothetical protein	1323053	1323331	OR1
+	322	15790705	-	VNG1787H	-	-	hypothetical protein	1323330	1324298	OF348
+	307	15790706	-	VNG1788C	-	-	hypothetical protein	1324332	1325255	OF348
+	119	15790707	-	VNG1790H	-	COG1416S	hypothetical protein	1325295	1325654	OF348
-	238	15790708	-	VNG1791C	-	COG4347S	hypothetical protein	1325656	1326372	OR1
+	302	15790709	-	VNG1793C	-	COG0214H	pyridoxal biosynthesis lyase PdxS	1326538	1327446	OF348
-	694	15790710	-	VNG1794C	-	COG1525L	hypothetical protein	1327456	1329540	OR1
-	301	15790711	thrB	VNG1797G	-	COG0083E	homoserine kinase	1329752	1330657	OR1
+	438	15790712	-	VNG1795C	-	COG1232H	hypothetical protein	1330778	1332094	OF349
+	105	15790713	-	VNG1796H	-	-	hypothetical protein	1332167	1332484	OF350
-	190	15790714	-	VNG1798H	-	COG0272L	hypothetical protein	1332857	1333429	OR1
-	63	15790715	-	VNG1800H	-	-	hypothetical protein	1333485	1333676	OR1
-	171	15790716	hsp1	VNG1801G	-	COG0071O	Hsp1	1333815	1334330	OR1
-	273	15790717	-	VNG1802H	-	-	hypothetical protein	1334327	1335148	OR1
+	417	15790718	noxA	VNG1804G	-	COG1251C	NADH oxidase	1335461	1336714	OF351
+	77	15790719	-	VNG1806H	-	-	hypothetical protein	1336842	1337075	OF352
+	139	15790720	-	VNG1807H	-	COG5271R	hypothetical protein	1337141	1337560	OF353
+	182	15790721	-	VNG1809H	-	-	hypothetical protein	1337618	1338166	OF354
-	434	15790722	eye	VNG1811G	-	COG2312R	succinoglycan biosynthesis	1338204	1339508	OR1
+	1042	15790723	carB	VNG1814G	-	COG0458EF	carbamoyl phosphate synthase large subunit	1339799	1342927	OF355
-	353	15790724	carA	VNG1815G	-	COG0505EF	carbamoyl phosphate synthase small subunit	1342998	1344059	OR1
+	137	15790725	trh3	VNG1816G	-	COG1522K	transcription regulator	1344157	1344570	OF356
+	213	15790726	idi	VNG1818G	-	COG1443I	Idi	1344598	1345239	OF356
+	136	16554503	-	VNG1818a	-	COG1310R	hypothetical protein	1345287	1345697	OF356
-	77	15790727	-	VNG1820H	-	-	hypothetical protein	1345750	1345983	OR1
-	347	15790728	adh4	VNG1821G	-	COG0604CR	alcohol dehydrogenase	1345983	1347026	OR1
+	205	15790729	moaB	VNG1822G	-	COG0521H	hypothetical protein	1347117	1347734	OF356
+	235	15790730	-	VNG1823C	-	COG0212H	hypothetical protein	1347731	1348438	OF356
+	75	15790731	-	VNG1826H	-	-	hypothetical protein	1348491	1348718	OF356
-	106	15790732	-	VNG1827H	-	-	hypothetical protein	1348757	1349077	OR1
-	305	15790733	guaAb	VNG1829G	-	COG0519F	GMP synthase subunit B	1349130	1350047	OR1
-	553	15790734	pyrG	VNG1830G	-	COG0504F	CTP synthase	1350047	1351708	OR1
-	205	15790735	-	VNG1831H	-	-	hypothetical protein	1351798	1352415	OR1
-	46	15790736	-	VNG1832H	-	-	hypothetical protein	1352444	1352584	OR1
-	205	15790737	-	VNG1833C	-	COG2945R	hypothetical protein	1352827	1353444	OR1
+	212	15790738	hyrA	VNG1834G	-	COG1225O	HyrA	1353443	1354081	OF357
-	650	15790739	thrS	VNG1835G	-	COG0441J	threonyl-tRNA synthetase	1354112	1356064	OR1
+	69	15790740	cspD2	VNG1836G	-	COG1278K	cold shock protein	1356243	1356452	OF358
-	343	15790741	ykfB1	VNG1837G	-	COG4948MR	chloromuconate cycloisomerase	1356582	1357613	OR1
-	337	15790742	-	VNG1839H	-	COG3367S	hypothetical protein	1357610	1358623	OR1
+	52	15790743	-	VNG1838H	-	-	hypothetical protein	1358783	1358941	OF359
-	433	15790744	-	VNG1842H	-	COG1503J	hypothetical protein	1358949	1360250	OR1
+	218	15790745	-	VNG1843C	-	COG1777K	hypothetical protein	1360326	1360982	OF360
+	427	15790746	ansA	VNG1844G	-	COG0252EJ	glutamyl-tRNA(Gln) amidotransferase subunit D	1361018	1362301	OF360
+	313	15790747	-	VNG1845C	-	-	hypothetical protein	1362289	1363230	OF360
-	243	15790748	-	VNG1846C	-	COG0584C	hypothetical protein	1363231	1363962	OR1
-	100	15790749	-	VNG1848H	-	COG1977H	hypothetical protein	1363962	1364264	OR1
+	411	15790750	pchA	VNG1847G	-	COG0569P	potassium channel-like protein	1364265	1365500	OF360
-	393	15790751	-	VNG1849H	-	-	hypothetical protein	1365510	1366691	OR1
-	258	15790752	udp1	VNG1850G	-	COG2820F	uridine phosphorylase	1367036	1367812	OR1
-	295	15790753	suk	VNG1851G	-	COG0524G	sugar kinase	1367861	1368748	OR1
-	277	15790754	-	VNG1852H	-	COG1967S	hypothetical protein	1368773	1369606	OR1
-	314	15790755	eif2ba	VNG1853G	-	COG1184J	translation initiation factor IF-2B subunit delta	1369650	1370594	OR1
-	633	15790756	htr3	VNG1856G	-	COG0840NT	Htr3	1370637	1372538	OR1
-	413	15790757	-	VNG1857C	-	COG0683E	hypothetical protein	1373051	1374292	OR1
+	212	15790758	deoC	VNG1859G	-	COG0274F	hypothetical protein	1374390	1375028	OF361
+	432	15790759	-	VNG1861C	-	COG0621J	hypothetical protein	1375087	1376385	OF362
-	299	15790760	cef	VNG1862G	-	COG0053P	cation efflux system protein	1376404	1377303	OR1
-	181	15790761	hit2	VNG1864G	-	COG0537FGR	Hit2	1377344	1377889	OR1
+	66	15790762	-	VNG1865H	-	-	hypothetical protein	1378010	1378210	OF363
-	296	15790763	map	VNG1866G	-	COG0024J	methionine aminopeptidase	1378248	1379138	OR1
-	271	15790764	potC	VNG1867G	-	COG1177E	spermidine/putrescine ABC transporter permease	1379187	1380002	OR1
-	297	15790765	potB	VNG1868G	-	COG1176E	spermidine/putrescine ABC transporter permease	1380002	1380895	OR1
-	392	15790766	-	VNG1869C	-	COG0687E	hypothetical protein	1380897	1382075	OR1
+	374	15790767	potA2	VNG1871G	-	COG3842E	spermidine/putrescine ABC transporter	1382218	1383342	OF364
-	294	15790768	-	VNG1872C	-	COG1446E	hypothetical protein	1383349	1384233	OR1
+	422	15790769	icd	VNG1873G	-	COG0538C	hypothetical protein	1384332	1385600	OF365
+	174	15790770	-	VNG1874C	-	-	hypothetical protein	1385685	1386209	OF366
-	405	15790771	mvaA	VNG1875G	-	COG1257I	3-hydroxy-3-methylglutaryl-coenzyme A reductase	1386216	1387433	OR1
+	105	15790772	-	VNG1877C	-	COG0011S	hypothetical protein	1387529	1387846	OF367
+	382	15790773	thb	VNG1879G	-	COG4143H	thiamin-binding periplasmic protein-like protein	1387843	1388991	OF367
+	506	15790774	-	VNG1880C	-	COG1574R	hypothetical protein	1389042	1390562	OF367
+	374	15790775	nadA	VNG1882G	-	COG0379H	quinolinate synthetase	1390684	1391808	OF368
+	509	15790776	nadB	VNG1883G	-	COG0029H	L-aspartate oxidase	1391811	1393340	OF368
+	268	15790777	nadC	VNG1884G	-	COG0157H	hypothetical protein	1393327	1394133	OF368
-	263	15790778	-	VNG1886C	-	COG1378K	hypothetical protein	1394134	1394925	OR1
+	112	16554504	ebrB	VNG1886a	-	COG2076P	membrane transporter	1395028	1395366	OF368
-	508	15790779	gpm	VNG1887G	-	COG0696G	phosphoglyceromutase	1395369	1396895	OR1
-	84	15790780	-	VNG1889H	-	-	hypothetical protein	1397013	1397267	OR1
-	148	15790781	-	VNG1890H	-	-	hypothetical protein	1397374	1397820	OR1
+	412	15790782	-	VNG1891H	-	-	hypothetical protein	1398710	1399948	OF369
+	249	15790783	trp2	VNG1893G	-	COG1131V	ABC transport protein	1399992	1400741	OF369
+	535	15790784	-	VNG1894C	-	-	hypothetical protein	1400742	1402349	OF369
-	115	15790785	-	VNG1895H	-	-	hypothetical protein	1402357	1402704	OR1
+	599	15790786	-	VNG1896C	-	COG0433R	hypothetical protein	1402807	1404606	OF369
+	150	15790787	-	VNG1898C	-	COG0589T	hypothetical protein	1404628	1405080	OF369
-	218	15790788	kaiC	VNG1899G	-	COG0467T	KaiC	1405118	1405774	OR1
+	282	15790789	-	VNG1900C	-	COG0061G	hypothetical protein	1406440	1407288	OF369
+	311	15790790	-	VNG1901C	-	COG1469S	GTP cyclohydrolase	1407337	1408272	OF369
-	71	15790791	-	VNG1902H	-	-	hypothetical protein	1408320	1408535	OR1
-	266	16554505	-	VNG1903Cm	-	COG1378K	transcription regulator	1409286	1410086	OR1
-	33	15790793	-	VNG1904H	-	-	hypothetical protein	1410174	1410275	OR1
-	560	15790794	-	VNG1905C	-	COG1331O	hypothetical protein	1410377	1412059	OR1
+	185	15790795	fxsA	VNG1906H	-	COG3030R	FxsA	1412058	1412615	OF369
+	147	15790796	-	VNG1907H	-	-	hypothetical protein	1412832	1413275	OF370
+	88	15790797	-	VNG1910H	-	-	hypothetical protein	1413751	1414017	OF371
-	345	15790798	nirD	VNG1911G	-	COG1522K	heme biosynthesis protein	1414027	1415064	OR1
+	352	15790799	trpD2	VNG1912G	-	COG0547E	phosphoribosyl transferase	1415175	1416233	OF372
+	189	15790800	ppiA	VNG1914G	-	COG0652O	peptidyl-prolyl isomerase	1416274	1416843	OF372
+	113	15790801	-	VNG1916H	-	-	hypothetical protein	1416890	1417231	OF372
+	117	15790802	-	VNG1917H	-	COG4538S	hypothetical protein	1417462	1417815	OF372
-	253	15790803	-	VNG1918C	-	COG1646R	geranylgeranylglyceryl phosphate synthase-like protein	1417818	1418579	OR1
-	119	15790804	-	VNG1919H	-	COG0239D	hypothetical protein	1418630	1418989	OR1
-	128	15790805	-	VNG1921H	-	COG0239D	hypothetical protein	1418986	1419372	OR1
+	158	15790806	-	VNG1920H	-	-	hypothetical protein	1419466	1419942	OF373
-	75	15790807	trh5	VNG1922G	-	COG1522K	transcription regulator	1419958	1420185	OR1
-	259	15790808	trkA6	VNG1924G	-	COG0569P	TRK potassium uptake system protein	1420186	1420965	OR1
+	55	15790809	-	VNG1925H	-	-	hypothetical protein	1421025	1421192	OF374
-	322	15790810	pdhA1	VNG1926G	-	COG1071C	pyruvate dehydrogenase alpha subunit	1421211	1422179	OR1
+	108	15790811	-	VNG1927H	-	-	hypothetical protein	1422323	1422649	OF375
-	199	15790812	tmk	VNG1929G	-	COG0125F	thymidylate kinase	1422660	1423259	OR1
+	303	15790813	nolA	VNG1932G	-	COG0702MG	NADH dehydrogenase/oxidoreductase-like protein	1423334	1424245	OF376
+	350	15790814	ftsZ3	VNG1933G	-	COG0206D	cell division protein	1424535	1425587	OF377
+	264	15790815	-	VNG1934H	-	-	hypothetical protein	1425565	1426359	OF377
+	209	15790816	-	VNG1935C	-	COG1920S	hypothetical protein	1426359	1426988	OF377
+	340	161349978	cofG	VNG1937C	-	COG1060HR	FO synthase subunit 1	1427126	1428148	OF377
-	453	161349977	-	VNG1938C	-	COG1060HR	FO synthase subunit 2	1428155	1429516	OR1
+	347	15790819	hemH	VNG1939G	-	COG0152F	phosphoribosylaminoimidazole-succinocarboxamide synthase	1429637	1430680	OF378
+	81	15790820	-	VNG1940H	-	-	hypothetical protein	1430826	1431071	OF379
+	359	15790821	-	VNG1941C	-	COG1244R	hypothetical protein	1431151	1432230	OF380
-	112	15790822	-	VNG1942H	-	-	hypothetical protein	1432237	1432575	OR1
-	55	15790823	-	VNG1943H	-	-	hypothetical protein	1432621	1432788	OR1
-	224	15790824	purL2	VNG1945G	-	COG0047F	phosphoribosylformylglycinamidine synthase I	1432842	1433516	OR1
-	84	15790825	-	VNG1944C	-	COG1828F	hypothetical protein	1433513	1433767	OR1
+	303	15790826	purU	VNG1946G	-	COG0788F	formyltetrahydrofolate deformylase	1433893	1434804	OF381
+	304	15790827	-	VNG1948H	-	-	hypothetical protein	1434889	1435803	OF382
-	137	15790828	gul2	VNG1949G	-	COG2905T	inosine-5'-monophosphate dehydrogenase	1435809	1436222	OR1
-	585	15790829	sub	VNG1951G	-	COG1404O	subtilisin-like serine protease	1436310	1438067	OR1
-	257	15790830	-	VNG1952H	-	COG3889R	hypothetical protein	1438138	1438911	OR1
-	1363	15790831	-	VNG1953C	-	-	hypothetical protein	1438929	1443020	OR1
-	93	15790832	-	VNG1954H	-	-	hypothetical protein	1443227	1443508	OR1
+	165	15790833	-	VNG1956H	-	-	hypothetical protein	1443507	1444004	OF383
-	585	15790834	tgtA2	VNG1957G	-	COG1549J	archaeosine tRNA-ribosyltransferase	1444126	1445883	OR1
-	491	15790835	tgtA1	VNG1959G	-	COG0343J	7-cyano-7-deazaguanine tRNA-ribosyltransferase	1445947	1447422	OR1
-	56	15790836	-	VNG1960H	-	-	hypothetical protein	1447469	1447639	OR1
-	180	15790837	-	VNG1962C	-	COG1051F	hypothetical protein	1447671	1448213	OR1
+	189	15790838	-	VNG1963H	-	-	hypothetical protein	1448212	1448781	OF384
-	179	16554506	-	VNG1964a	-	COG0645R	kinase	1448260	1448799	OR1
-	390	15790839	-	VNG1964H	-	COG1474LO	hypothetical protein	1448861	1450033	OR1
